Order_ID,Order_Date,Ship_Date,Delivery_Date,Supplier_Name,Supplier_Location,Warehouse_Location,Product_Category,Product_ID,Quantity,Unit_Price,Total_Cost,Shipping_Cost,Shipping_Mode,Delivery_Status,Delay_Days,Payment_Method,Customer_Type,Region,Returned
ORD-91857,2023/01/04,2023-01-05,2023-01-24,Apex Logistics,,WH-Gamma,Electronics,PROD-749,17,389.58,6925.86,64.8,SEA  ,On-Time,4.0,Deb_Card,Wholesale,North,
ORD-99285,,2022-03-07,2022-03-10,Apex Logistics Inc,Mumbai,WH-Gamma,Office Supplies,PROD-515,72,324.89,23392.079999999998,,Air,Delayed,4.0,Net Banking,Wholesale,South,
ORD-20350,,2022-08-04,2022-08-05,ABC Corp Inc,"London, UK",WH-Alpha,Industrial Tools,PROD-293,80,212.45,16996.0,43.72,Road,Cancelled,8.0,UPI,Corporate,North,No
ORD-53914,23-10-2023,,2023-11-02,Global Tech,"London, UK",WH-Gamma,Office Supplies,PROD-525,77,259.71,19997.67,58.27,Road,Cancelled,12.0,Net Banking,Wholesale,East,Yes
ORD-65333,06-05-2023,,2023-05-13,global tech,"Shanghai, CN",Main_Hub,Furniture,PROD-736,22,383.0,8426.0,13.21,AIR  ,On-Time,5.0,UPI,Retail,East,Yes
ORD-67912,2022/05/21,2022-05-25,,Global Tech Inc,"Shanghai, CN",WH-Alpha,Electronics,PROD-348,9999,159.54,1595240.46,23.05,AIR  ,Delayed,0.0,Cash,Retail,East,Yes
ORD-25814,,,2022-11-09,Apex Logistics Inc,,Main_Hub,Clothing,PROD-653,9999,467.49,4674432.51,73.3,SEA  ,Cancelled,15.0,Cash,Retail,South,
ORD-82305,18-07-2023,,2023-07-27,APEX LOGISTICS,FRANCE,WH-Alpha,Furniture,PROD-852,65,103.65,6737.25,71.2,Air,On-Time,-2.0,Deb_Card,Corporate,South,No
ORD-81376,,,2022-09-07,Global Tech Inc,FRANCE,WH-Gamma,Clothing,PROD-147,32,380.37,12171.84,79.14,Road,Cancelled,,Cash,Retail,S,
ORD-56438,06/06/2023,2023-06-07,2023-06-18,ABC Corp,"Shanghai, CN",WH-Beta,Furniture,PROD-458,31,476.02,14756.619999999999,11.72,Air,Delayed,3.0,UPI,Wholesale,East,Yes
ORD-34906,2022/09/30,2022-10-02,2022-10-11,Industrial Supplies Ltd Inc,DE,WH-Gamma,Furniture,PROD-651,72,161.46,11625.12,12.02,Road,Cancelled,,Credit Card,Wholesale,West,Yes
ORD-14152,12/09/2022,2022-12-10,2022-12-26,Global Tech Inc,,WH-Alpha,Office Supplies,PROD-359,96,416.16,39951.36,92.82,Road,On-Time,12.0,Credit Card,Corporate,West,
ORD-22924,,2022-02-04,2022-02-08,Global Tech Inc,"London, UK",WH-Beta,Office Supplies,PROD-501,78,104.02,8113.5599999999995,93.8,Air,Cancelled,,Cash,Corporate,South,
ORD-20735,09-07-2022,,2022-07-18,ApexLogistics,FRANCE,Main_Hub,Industrial Tools,PROD-134,20,19.21,384.20000000000005,,Rail,On-Time,0.0,Net Banking,Corporate,East,Yes
ORD-95979,2022/07/24,2022-07-29,2022-08-07,INDUSTRIAL SUPPLIES LTD,Mumbai,WH-Beta,Office Supplies,PROD-585,26,213.94,5562.44,52.88,Road,Delayed,15.0,Net Banking,Retail,North,
ORD-28321,20-04-2023,2023-04-23,2023-04-23,ABC Corp Inc,"London, UK",Main_Hub,Clothing,PROD-106,40,333.45,13338.0,,Air,On-Time,,UPI,Wholesale,East,
ORD-40433,14-11-2022,2022-11-17,2022-11-29,abc corp,"Shanghai, CN",Main_Hub,Furniture,PROD-776,35,130.13,4554.55,96.86,Air,Cancelled,15.0,Cash,Retail,South,Yes
ORD-78517,,2022-12-04,2022-12-20,Global Tech,DE,WH-Gamma,Furniture,PROD-913,67,333.27,22329.09,64.2,Air,On-Time,-1.0,UPI,Wholesale,W,
ORD-53910,2023/07/29,2023-07-31,,global tech,Mumbai,WH-Gamma,Electronics,PROD-966,9999,256.41,2563843.5900000003,75.08,Air,Delayed,6.0,Net Banking,Retail,North,
ORD-71953,20-04-2022,2022-04-21,2022-04-23,Apex Logistics Inc,"London, UK",WH-Gamma,Electronics,PROD-369,5,20.22,101.1,19.09,Road,D3l@y3d,,Cash,Retail,North,No
ORD-89516,,2022-11-09,,Industrial Supplies Ltd Inc,Mumbai,Main_Hub,Electronics,PROD-334,72,474.51,34164.72,17.01,RAIL  ,Delayed,,UPI,Corporate,South,No
ORD-83989,01/12/2023,2023-01-15,,GLOBAL TECH,FRANCE,Main_Hub,Furniture,PROD-445,82,57.71,4732.22,,Air,Delayed,,Net Banking,Corporate,S,Yes
ORD-45187,04-03-2023,2023-03-02,,industrial supplies ltd,,WH-Alpha,Furniture,PROD-786,7,303.76,2126.3199999999997,50.8,Sea,Delayed,-1.0,Net Banking,Retail,N,Yes
ORD-71694,2022/05/26,2022-05-28,,INDUSTRIAL SUPPLIES LTD,FRANCE,WH-Gamma,Office Supplies,PROD-814,9999,352.82,3527847.1799999997,95.37,Road,Delayed,11.0,Credit Card,Wholesale,North,Yes
ORD-23224,14-10-2023,2023-10-16,,GlobalTech,"New York, USA",WH-Alpha,Office Supplies,PROD-207,52,219.1,11393.199999999999,8.15,Road,On-Time,8.0,Net Banking,Retail,East,No
ORD-17972,03/30/2022,2022-04-04,2022-04-02,ABCCorp,DE,WH-Gamma,Office Supplies,PROD-598,40,47.59,1903.6000000000001,72.34,AIR  ,On-Tim3,7.0,Credit Card,Corporate,South,Yes
ORD-77391,,,2023-08-09,GLOBAL TECH,"New York, USA",WH-Beta,Furniture,PROD-483,18,197.99,3563.82,49.92,Rail,On-Time,5.0,Credit Card,Retail,N,
ORD-66072,,2022-03-06,2022-03-25,IndustrialSuppliesLtd,Mumbai,WH-Gamma,Electronics,PROD-720,62,97.54,6047.4800000000005,,Air,Cancelled,-1.0,UPI,Wholesale,North,Yes
ORD-84683,02/27/2023,2023-02-28,2023-03-10,APEX LOGISTICS,FRANCE,WH-Alpha,Office Supplies,PROD-296,20,411.54,8230.800000000001,96.71,RAIL  ,On-Time,11.0,UPI,Corporate,North,Yes
ORD-93209,,2022-10-19,2022-10-25,ApexLogistics,"New York, USA",WH-Gamma,Electronics,PROD-182,9999,161.23,1612138.7699999998,26.1,Rail,Cancelled,1.0,Deb_Card,Retail,East,Yes
ORD-93560,,2022-08-30,2022-09-14,GlobalTech,"Shanghai, CN",Main_Hub,Clothing,PROD-548,100,336.31,33631.0,85.83,Road,Delayed,14.0,UPI,Wholesale,South,Yes
ORD-46349,,2023-07-28,2023-08-01,Industrial Supplies Ltd,"Shanghai, CN",WH-Beta,Electronics,PROD-264,2,46.02,557.04,94.88,Air,Cancelled,12.0,Net Banking,Wholesale,North,No
ORD-87194,2023/09/05,2023-09-07,2023-09-19,Apex Logistics,FRANCE,Main_Hub,Electronics,PROD-532,92,370.6,34095.200000000004,20.45,Air,Cancelled,1.0,UPI,Wholesale,North,Yes
ORD-87607,07/19/2023,2023-07-23,2023-08-03,ApexLogistics,DE,WH-Alpha,Furniture,PROD-990,85,192.37,16351.45,24.81,Road,Cancelled,12.0,UPI,Corporate,North,No
ORD-32463,,2023-01-19,2023-02-04,apex logistics,"Shanghai, CN",WH-Beta,Industrial Tools,PROD-167,5,113.75,568.75,14.68,SEA  ,Delayed,3.0,UPI,Corporate,East,No
ORD-98878,,2023-11-28,2023-11-30,ABC Corp Inc,"London, UK",WH-Gamma,Industrial Tools,PROD-134,42,282.04,11845.68,24.82,Road,Cancelled,9.0,Net Banking,Retail,North,
ORD-44365,2022/12/07,2022-12-12,2022-12-15,ABC Corp,"New York, USA",WH-Gamma,Clothing,PROD-654,87,436.42,37968.54,45.79,Road,Cancelled,0.0,Net Banking,Retail,W,
ORD-47721,2022/02/13,2022-02-15,2022-03-05,APEX LOGISTICS,Mumbai,WH-Beta,Office Supplies,PROD-789,19,121.57,2309.83,18.7,Road,Delayed,,Credit Card,Retail,West,Yes
ORD-75570,10/10/2023,2023-10-12,2023-10-25,Industrial Supplies Ltd Inc,Mumbai,WH-Beta,Clothing,PROD-943,3,321.59,964.77,89.94,Rail,On-Time,-1.0,Deb_Card,Wholesale,West,Yes
ORD-56984,,2022-03-30,,ABC Corp,"London, UK",WH-Beta,Office Supplies,PROD-369,50,379.91,18995.5,,Sea,Delayed,10.0,Cash,Retail,North,Yes
ORD-92691,17-04-2022,2022-04-19,2022-04-30,apex logistics,FRANCE,WH-Alpha,Electronics,PROD-434,14,84.14,1177.96,27.62,Rail,On-Time,7.0,Cash,Retail,East,
ORD-99889,16-05-2023,2023-05-19,2023-05-31,Industrial Supplies Ltd Inc,DE,WH-Beta,Electronics,PROD-506,4,124.91,499.64,93.53,Sea,C@nc3ll3d,8.0,Deb_Card,Wholesale,South,No
ORD-73335,,2023-06-24,2023-06-26,Global Tech Inc,"New York, USA",WH-Beta,Clothing,PROD-305,90,23.08,2077.2,44.13,Road,Cancelled,12.0,Cash,Corporate,West,No
ORD-32706,,2022-08-22,2022-09-08,Global Tech Inc,"Shanghai, CN",Main_Hub,Electronics,PROD-760,67,,0.0,42.28,Rail,Delayed,13.0,UPI,Wholesale,East,
ORD-85065,,2022-04-24,2022-05-06,apex logistics,Mumbai,Main_Hub,Clothing,PROD-178,72,374.0,26928.0,14.76,Sea,On-Time,4.0,Net Banking,Corporate,East,Yes
ORD-62089,11/07/2022,2022-11-09,,global tech,FRANCE,WH-Beta,Industrial Tools,PROD-873,55,496.76,27321.8,31.63,Rail,On-Time,,Credit Card,Wholesale,East,No
ORD-14722,2022/02/01,2022-02-02,,Apex Logistics,FRANCE,WH-Gamma,Clothing,PROD-356,88,324.65,28569.199999999997,60.64,Sea,Cancelled,2.0,UPI,Retail,North,
ORD-94694,09-04-2023,2023-04-13,,Global Tech,Mumbai,WH-Beta,Electronics,PROD-557,39,286.16,11160.240000000002,69.37,Road,Delayed,-2.0,Net Banking,Corporate,W,
ORD-33600,2023/09/04,2023-09-07,2023-09-22,Apex Logistics,,WH-Gamma,Furniture,PROD-798,6,477.42,2864.52,71.34,ROAD  ,Cancelled,13.0,Deb_Card,Retail,West,
ORD-25292,13-10-2023,2023-10-17,2023-10-16,industrial supplies ltd,"New York, USA",WH-Gamma,Clothing,PROD-705,97,360.47,34965.590000000004,81.32,ROAD  ,Delayed,1.0,Credit Card,Retail,South,
ORD-30719,,2022-09-24,2022-10-05,Industrial Supplies Ltd,,WH-Alpha,Industrial Tools,PROD-506,32,407.59,13042.88,8.88,SEA  ,Delayed,13.0,Net Banking,Wholesale,West,
ORD-38560,2023/08/25,2023-08-26,2023-09-12,ABC CORP,Mumbai,Main_Hub,Office Supplies,PROD-206,63,260.74,16426.62,20.13,SEA  ,On-Time,11.0,Net Banking,Corporate,North,No
ORD-50410,,2022-04-01,2022-04-05,Global Tech,,Main_Hub,Industrial Tools,PROD-884,87,124.92,10868.04,88.33,Air,Delayed,5.0,UPI,Wholesale,North,Yes
ORD-39135,,2023-04-15,,industrial supplies ltd,,Main_Hub,Electronics,PROD-283,0,189.68,0.0,11.32,Road,Delayed,2.0,Net Banking,Retail,North,
ORD-26545,,2022-11-15,2022-11-17,Global Tech Inc,FRANCE,WH-Beta,Office Supplies,PROD-531,8,406.81,3254.48,80.55,RAIL  ,On-Time,7.0,Net Banking,Retail,South,Yes
ORD-88301,,,2023-06-14,INDUSTRIAL SUPPLIES LTD,"Shanghai, CN",WH-Gamma,Electronics,PROD-443,71,31.4,2229.4,75.95,Air,Delayed,13.0,Net Banking,Corporate,South,Yes
ORD-27299,,2023-08-03,2023-08-08,IndustrialSuppliesLtd,"New York, USA",Main_Hub,Office Supplies,PROD-151,35,33.89,1186.15,84.8,Air,Delayed,,Deb_Card,Wholesale,South,Yes
ORD-54295,,2023-06-16,,ABC CORP,DE,WH-Beta,Clothing,PROD-640,82,456.46,37429.72,22.15,Road,Delayed,,Cash,Wholesale,S,No
ORD-84177,2023/09/08,2023-09-09,2023-09-26,apex logistics,DE,WH-Beta,Office Supplies,PROD-648,40,289.31,11572.4,93.24,AIR  ,Delayed,10.0,Cash,Retail,East,No
ORD-47700,13-09-2022,2022-09-15,2022-09-17,ABC Corp Inc,FRANCE,WH-Gamma,Electronics,PROD-828,21,283.01,6145.21,,ROAD  ,Delayed,-1.0,Credit Card,Corporate,North,No
ORD-34878,11/06/2022,2022-11-11,2022-11-16,abc corp,"Shanghai, CN",WH-Gamma,Furniture,PROD-723,37,276.2,10219.4,74.39,Air,Cancelled,10.0,Credit Card,Wholesale,West,No
ORD-22224,01-04-2023,2023-04-06,2023-04-18,ApexLogistics,Mumbai,WH-Beta,Industrial Tools,PROD-719,56,309.9,17354.399999999998,,Rail,Cancelled,1.0,Net Banking,Corporate,N,No
ORD-83899,2023/05/24,2023-05-29,2023-06-07,IndustrialSuppliesLtd,Mumbai,Main_Hub,Office Supplies,PROD-598,100,168.06,16806.0,,Air,D3l@y3d,9.0,Net Banking,Retail,East,
ORD-41566,13-10-2023,2023-10-11,2023-10-29,abc corp,"London, UK",Main_Hub,Office Supplies,PROD-468,41,132.54,5434.139999999999,8.54,Rail,C@nc3ll3d,-1.0,Deb_Card,Wholesale,South,Yes
ORD-26361,10-03-2022,,2022-03-24,GlobalTech,Mumbai,WH-Beta,Electronics,PROD-443,84,158.65,13326.6,47.74,Air,On-Time,,Cash,Corporate,South,Yes
ORD-19838,,2023-05-04,,INDUSTRIAL SUPPLIES LTD,"New York, USA",Main_Hub,Clothing,PROD-617,97,400.84,38881.479999999996,,ROAD  ,Delayed,8.0,Deb_Card,Retail,West,Yes
ORD-89320,15-06-2022,2022-06-19,2022-07-05,Industrial Supplies Ltd Inc,"London, UK",Main_Hub,Industrial Tools,PROD-933,35,37.44,1310.3999999999999,37.35,Sea,Delayed,4.0,Deb_Card,Retail,North,No
ORD-62505,2023/01/18,2023-01-20,2023-01-24,apex logistics,DE,WH-Beta,Furniture,PROD-427,31,262.33,8132.23,89.31,Air,On-Time,8.0,Net Banking,Wholesale,North,No
ORD-80776,28-07-2023,2023-07-30,2023-08-12,industrial supplies ltd,FRANCE,Main_Hub,Industrial Tools,PROD-299,83,485.07,40260.81,96.56,Sea,Delayed,4.0,Deb_Card,Retail,E,Yes
ORD-83831,2022/01/12,,2022-01-18,IndustrialSuppliesLtd,,WH-Alpha,Office Supplies,PROD-584,27,212.31,5732.37,64.85,Air,Delayed,10.0,UPI,Corporate,E,Yes
ORD-79176,2023/06/22,2023-06-20,2023-06-29,ABC Corp Inc,FRANCE,WH-Alpha,Electronics,PROD-704,-5,451.19,-2255.95,27.98,Sea,Cancelled,7.0,UPI,Wholesale,North,
ORD-32018,11/24/2022,2022-11-26,2022-12-12,Global Tech,FRANCE,Main_Hub,Office Supplies,PROD-715,78,223.35,17421.3,30.51,SEA  ,On-Time,13.0,Net Banking,Wholesale,North,No
ORD-79616,05/06/2023,,2023-05-26,APEX LOGISTICS,Mumbai,WH-Alpha,Office Supplies,PROD-782,56,,0.0,27.46,Rail,Cancelled,10.0,Net Banking,Retail,East,Yes
ORD-32280,03/14/2022,2022-03-16,2022-03-19,abc corp,Mumbai,Main_Hub,Electronics,PROD-588,75,490.41,36780.75,72.41,RAIL  ,On-Time,6.0,Net Banking,Corporate,North,
ORD-61498,05-05-2023,2023-05-09,2023-05-19,Global Tech Inc,Mumbai,WH-Gamma,Office Supplies,PROD-651,84,188.36,16208.240000000002,71.38,AIR  ,C@nc3ll3d,12.0,UPI,Corporate,East,
ORD-94136,2022/08/19,2022-08-20,2022-09-03,Industrial Supplies Ltd Inc,"New York, USA",WH-Beta,Furniture,PROD-623,54,78.31,4228.74,47.32,Rail,Cancelled,,UPI,Wholesale,East,Yes
ORD-63005,01/29/2022,2022-02-02,2022-02-08,GlobalTech,"Shanghai, CN",WH-Gamma,Office Supplies,PROD-959,100,456.7,45670.0,95.95,RAIL  ,On-Time,8.0,Deb_Card,Wholesale,South,Yes
ORD-94192,,2022-05-15,2022-05-19,APEX LOGISTICS,"Shanghai, CN",WH-Gamma,Industrial Tools,PROD-183,9999,28.71,287071.29000000004,27.13,ROAD  ,On-Time,12.0,Credit Card,Corporate,West,
ORD-59009,2022/09/05,2022-09-10,,Industrial Supplies Ltd,,WH-Gamma,Clothing,PROD-536,9999,380.38,3803419.62,,Sea,On-Time,3.0,Deb_Card,Retail,North,
ORD-88193,09-03-2022,2022-03-10,2022-03-24,Global Tech Inc,"Shanghai, CN",WH-Beta,Office Supplies,PROD-828,28,465.18,13025.04,24.07,Sea,Delayed,-2.0,Deb_Card,Retail,N,No
ORD-21959,,2022-10-18,2022-11-04,APEX LOGISTICS,FRANCE,WH-Gamma,Office Supplies,PROD-529,23,141.7,3259.1,77.17,SEA  ,Cancelled,,Cash,Corporate,North,No
ORD-79774,2023/09/12,2023-09-16,2023-09-27,global tech,"New York, USA",WH-Gamma,Furniture,PROD-627,35,393.99,14043.65,30.97,Road,Delayed,11.0,Cash,Corporate,North,Yes
ORD-71086,08/27/2023,2023-08-31,2023-09-16,GLOBAL TECH,,WH-Alpha,Industrial Tools,PROD-750,43,321.4,13820.199999999999,97.75,Sea,On-Time,3.0,Deb_Card,Corporate,North,No
ORD-30922,14-06-2023,2023-06-17,2023-07-03,Apex Logistics Inc,"New York, USA",Main_Hub,Furniture,PROD-144,47,157.81,7417.07,70.65,Air,On-Time,1.0,Credit Card,Wholesale,North,No
ORD-51827,2022/08/22,2022-08-24,2022-09-05,Global Tech,FRANCE,WH-Gamma,Industrial Tools,PROD-738,74,330.37,24447.38,7.77,AIR  ,On-Time,6.0,Credit Card,Retail,South,Yes
ORD-69972,11/10/2022,2022-11-14,2022-11-26,Apex Logistics,FRANCE,WH-Beta,Office Supplies,PROD-514,9999,488.92,4888987.08,10.9,Air,On-Time,,UPI,Wholesale,West,No
ORD-81989,11/17/2023,2023-11-19,2023-11-29,ABC Corp,"New York, USA",WH-Gamma,Industrial Tools,PROD-437,9999,363.69,3636536.31,57.25,Road,On-Tim3,7.0,Net Banking,Retail,South,No
ORD-15958,2022/07/14,2022-07-16,2022-08-02,Industrial Supplies Ltd Inc,DE,Main_Hub,Electronics,PROD-179,57,243.22,13863.539999999999,62.83,Air,On-Time,3.0,Deb_Card,Retail,North,
ORD-21542,27-06-2022,2022-06-29,2022-07-10,Industrial Supplies Ltd Inc,Mumbai,WH-Beta,Industrial Tools,PROD-207,5,404.83,2024.1499999999999,22.34,Air,Cancelled,0.0,Credit Card,Retail,South,No
ORD-69988,,2022-07-10,2022-07-24,APEX LOGISTICS,"London, UK",WH-Alpha,Furniture,PROD-688,73,314.05,22925.65,45.04,Road,Cancelled,0.0,Cash,Wholesale,South,Yes
ORD-93227,2023/07/05,2023-07-08,,Industrial Supplies Ltd,FRANCE,Main_Hub,Industrial Tools,PROD-662,57,,0.0,67.96,Sea,Cancelled,13.0,Credit Card,Wholesale,South,
ORD-20357,,,2023-02-01,Industrial Supplies Ltd,"Shanghai, CN",WH-Beta,Industrial Tools,PROD-868,44,79.44,3495.3599999999997,44.16,Rail,C@nc3ll3d,,Net Banking,Retail,North,
ORD-80236,,2023-05-25,2023-06-07,ABC Corp Inc,"Shanghai, CN",WH-Gamma,Industrial Tools,PROD-619,9,192.13,1729.17,17.87,Road,On-Time,0.0,Net Banking,Wholesale,South,No
ORD-21395,2022/07/23,,2022-08-10,Industrial Supplies Ltd,,WH-Gamma,Electronics,PROD-666,4,454.49,1817.96,31.1,Rail,Cancelled,4.0,Net Banking,Retail,West,No
ORD-72650,02-09-2023,2023-09-03,,Industrial Supplies Ltd Inc,FRANCE,WH-Gamma,Industrial Tools,PROD-556,68,334.8,22766.4,51.23,Air,On-Tim3,,Net Banking,Retail,N,Yes
ORD-80143,2022/05/06,2022-05-07,2022-05-17,abc corp,"Shanghai, CN",WH-Alpha,Industrial Tools,PROD-392,16,480.65,7930.4,56.26,RAIL  ,Delayed,14.0,Cash,Wholesale,South,
ORD-88301,2022/04/21,2022-04-25,2022-04-25,Global Tech Inc,FRANCE,Main_Hub,Clothing,PROD-759,35,123.66,4328.099999999999,8.71,SEA  ,Cancelled,7.0,Net Banking,Corporate,East,No
ORD-67984,11-01-2022,2022-01-14,2022-01-21,APEX LOGISTICS,Mumbai,WH-Beta,Furniture,PROD-410,9999,466.89,4668433.109999999,62.99,SEA  ,Delayed,,Cash,Corporate,West,Yes
ORD-78146,08/25/2022,2022-08-28,2022-09-08,INDUSTRIAL SUPPLIES LTD,DE,WH-Gamma,Office Supplies,PROD-822,35,75.63,2647.0499999999997,97.91,Rail,Cancelled,0.0,Net Banking,Corporate,West,Yes
ORD-67154,08/31/2022,,2022-09-10,global tech,"Shanghai, CN",WH-Beta,Industrial Tools,PROD-586,65,256.64,16881.6,65.16,Sea,Cancelled,,Net Banking,Corporate,West,Yes
ORD-53456,,2022-06-27,,ABCCorp,FRANCE,WH-Alpha,Office Supplies,PROD-298,22,428.96,9437.119999999999,,Road,Cancelled,8.0,Deb_Card,Retail,North,Yes
ORD-97819,2023/09/21,2023-09-23,2023-10-01,Global Tech Inc,"Shanghai, CN",WH-Gamma,Clothing,PROD-910,89,135.07,12383.23,,Rail,Delayed,1.0,Deb_Card,Retail,North,No
ORD-36100,,2022-09-07,2022-09-08,Industrial Supplies Ltd Inc,"New York, USA",WH-Alpha,Furniture,PROD-285,80,448.33,35866.4,67.91,Sea,Delayed,,Cash,Corporate,North,Yes
ORD-62205,2022/09/02,2022-09-06,2022-09-12,INDUSTRIAL SUPPLIES LTD,,WH-Gamma,Industrial Tools,PROD-185,44,91.4,4021.6000000000004,11.22,Road,On-Time,1.0,Cash,Wholesale,North,No
ORD-95191,13-04-2022,2022-04-15,2022-04-28,ABC Corp Inc,"New York, USA",WH-Beta,Office Supplies,PROD-586,29,187.62,5440.9800000000005,89.71,Sea,Delayed,12.0,Deb_Card,Retail,E,
ORD-63264,,,2023-10-01,GLOBAL TECH,FRANCE,WH-Alpha,Electronics,PROD-755,81,414.05,33538.05,64.48,Road,On-Time,11.0,Cash,Corporate,South,Yes
ORD-80795,,2023-11-24,2023-12-09,apex logistics,,WH-Gamma,Clothing,PROD-563,69,471.11,32506.59,,Air,Cancelled,6.0,Deb_Card,Wholesale,East,Yes
ORD-11792,,2023-06-07,,ABC Corp,"London, UK",WH-Gamma,Clothing,PROD-621,23,,0.0,26.85,Rail,Delayed,10.0,Cash,Corporate,East,No
ORD-79579,,2022-03-23,2022-04-05,INDUSTRIAL SUPPLIES LTD,DE,WH-Gamma,Office Supplies,PROD-883,40,357.26,14290.4,84.96,Sea,Delayed,0.0,Deb_Card,Corporate,South,No
ORD-90750,10/08/2022,2022-10-12,2022-10-26,global tech,"London, UK",WH-Alpha,Office Supplies,PROD-430,17,335.64,5705.88,71.14,Sea,On-Tim3,0.0,Net Banking,Retail,North,Yes
ORD-96511,01/25/2022,2022-01-26,2022-02-08,Apex Logistics Inc,FRANCE,Main_Hub,Industrial Tools,PROD-400,35,11.64,407.40000000000003,29.96,ROAD  ,Delayed,-1.0,Deb_Card,Retail,North,No
ORD-23645,,,2023-01-21,Apex Logistics Inc,,Main_Hub,Office Supplies,PROD-425,58,147.74,8568.92,,Road,On-Time,10.0,UPI,Wholesale,East,
ORD-28388,11-03-2023,2023-03-14,2023-03-22,abc corp,FRANCE,Main_Hub,Office Supplies,PROD-572,-5,378.96,-1894.8,10.78,Rail,Delayed,0.0,Net Banking,Corporate,West,
ORD-51777,05/06/2023,2023-05-11,2023-05-15,Industrial Supplies Ltd,DE,WH-Beta,Electronics,PROD-392,82,375.42,30784.440000000002,59.22,Sea,Delayed,7.0,Deb_Card,Retail,North,
ORD-33040,,2022-02-08,2022-02-15,Apex Logistics Inc,"Shanghai, CN",WH-Gamma,Clothing,PROD-588,8,194.93,1559.44,13.34,Rail,Delayed,10.0,UPI,Retail,S,
ORD-13248,05-04-2022,2022-04-08,2022-04-17,IndustrialSuppliesLtd,Mumbai,WH-Beta,Electronics,PROD-798,5,237.52,1187.6000000000001,14.95,Rail,Delayed,1.0,Credit Card,Wholesale,South,Yes
ORD-92756,,2022-05-28,2022-06-03,ABC Corp,FRANCE,WH-Gamma,Furniture,PROD-573,47,324.2,15588.4,52.84,Rail,On-Time,14.0,Deb_Card,Wholesale,East,
ORD-27154,18-06-2023,2023-06-19,2023-06-26,ABC Corp Inc,,Main_Hub,Clothing,PROD-123,80,221.12,17689.6,10.31,RAIL  ,Delayed,2.0,Cash,Wholesale,North,
ORD-87569,,2022-10-25,,Global Tech Inc,"New York, USA",WH-Gamma,Clothing,PROD-506,47,124.34,5843.9800000000005,9.77,AIR  ,On-Time,3.0,Deb_Card,Wholesale,S,No
ORD-41604,20-07-2022,,,global tech,DE,WH-Alpha,Furniture,PROD-140,88,50.48,4611.24,47.27,Rail,C@nc3ll3d,2.0,UPI,Corporate,West,
ORD-14847,03-07-2022,2022-07-06,2022-07-10,Apex Logistics,Mumbai,WH-Gamma,Industrial Tools,PROD-633,79,465.33,36761.07,13.89,Rail,On-Time,,Net Banking,Retail,N,No
ORD-12187,07/01/2023,2023-06-29,2023-07-12,ABC Corp Inc,"London, UK",WH-Alpha,Industrial Tools,PROD-888,84,419.77,35260.68,15.54,Road,Cancelled,7.0,Deb_Card,Retail,South,Yes
ORD-52778,10-06-2023,2023-06-14,,GLOBAL TECH,"New York, USA",WH-Gamma,Electronics,PROD-753,92,329.49,30313.08,22.12,Air,Delayed,,Credit Card,Retail,East,Yes
ORD-55406,,2022-02-24,2022-03-02,Apex Logistics,,WH-Beta,Clothing,PROD-913,7,440.67,3084.69,18.75,Air,Cancelled,6.0,Net Banking,Corporate,North,No
ORD-57447,04/19/2023,2023-04-21,2023-04-23,INDUSTRIAL SUPPLIES LTD,"New York, USA",Main_Hub,Electronics,PROD-450,35,435.57,15244.949999999999,14.69,Sea,On-Tim3,1.0,UPI,Wholesale,West,
ORD-75278,,2022-03-15,2022-03-25,GLOBAL TECH,FRANCE,Main_Hub,Office Supplies,PROD-855,100,272.39,27239.0,13.89,Road,Cancelled,3.0,Net Banking,Corporate,West,
ORD-40512,,2023-07-23,2023-08-02,ABC Corp,Mumbai,WH-Alpha,Industrial Tools,PROD-447,9999,465.94,4658934.06,57.4,Sea,Cancelled,4.0,Deb_Card,Retail,North,
ORD-42534,,2022-09-17,2022-09-24,Industrial Supplies Ltd Inc,Mumbai,WH-Beta,Clothing,PROD-665,52,337.54,17552.08,62.8,Rail,Cancelled,,UPI,Wholesale,West,
ORD-69130,2022/03/17,2022-03-21,2022-03-29,Industrial Supplies Ltd Inc,"New York, USA",WH-Gamma,Clothing,PROD-838,43,287.83,12376.689999999999,,AIR  ,Delayed,,Net Banking,Corporate,East,No
ORD-73614,18-01-2023,2023-01-19,2023-01-25,industrial supplies ltd,"Shanghai, CN",WH-Gamma,Electronics,PROD-619,54,45.19,2440.2599999999998,69.45,Sea,Cancelled,,Credit Card,Retail,East,Yes
ORD-10336,04/06/2023,2023-04-08,,Apex Logistics,DE,Main_Hub,Clothing,PROD-785,83,330.27,27412.41,80.71,Rail,C@nc3ll3d,6.0,UPI,Corporate,North,Yes
ORD-31992,,2022-08-25,2022-08-30,APEX LOGISTICS,,Main_Hub,Industrial Tools,PROD-295,76,23.93,1818.68,70.93,Rail,On-Time,10.0,UPI,Wholesale,South,
ORD-12050,04/20/2023,2023-04-22,2023-04-26,abc corp,"New York, USA",Main_Hub,Furniture,PROD-419,99,186.32,18445.68,,Rail,On-Time,9.0,Deb_Card,Retail,South,No
ORD-41439,2022/10/30,,2022-11-14,ABC Corp,"New York, USA",WH-Beta,Clothing,PROD-653,78,316.1,24655.800000000003,74.11,Road,On-Time,10.0,Credit Card,Wholesale,North,No
