order_id,order_date,ship_date,delivery_date,supplier_name,supplier_location,warehouse_location,product_category,product_id,quantity,unit_price,total_cost,shipping_cost,shipping_mode,delivery_status,delay_days,payment_method,customer_type,region,returned,supplier_city,supplier_country,returned_flag,payment_group,customer_segment,is_b2b
ORD-22795,2023-10-18,2023-10-21,2023-11-06,Global Tech Inc,Mumbai,WH-BETA,Electronics,PROD-781,66.0,214.54,14159.64,78.21,Road,Cancelled,16,Card,Wholesale,North,No,Mumbai,India,0,Online,B2B,1
ORD-50213,2022-01-08,2022-01-09,2022-01-18,ABC Corp Inc,"London, UK",WH-ALPHA,Industrial Tools,PROD-948,68.0,422.11,28703.48,9.34,Road,Cancelled,9,Card,Wholesale,South,No,London,UK,0,Online,B2B,1
ORD-42656,2022-01-13,2022-01-16,2022-01-18,Global Tech Inc,Mumbai,WH-ALPHA,Electronics,PROD-865,98.0,130.22,12761.56,46.73,SEA  ,Cancelled,2,Card,Retail,East,No,Mumbai,India,0,Online,B2C,0
ORD-20384,2023-01-18,2023-01-20,2023-01-24,ApexLogistics,"Berlin, Germany",WH-GAMMA,Electronics,PROD-387,44.0,149.98,6599.12,98.85,Sea,Cancelled,4,COD,Corporate,South,No,Berlin,Germany,0,Offline,B2B,1
ORD-81176,2023-04-18,2023-04-22,2023-05-05,APEX LOGISTICS,"Shanghai, CN",MAIN_HUB,Office Supplies,PROD-407,10.0,187.46,1874.6,35.93,Air,Cancelled,13,Card,Retail,West,No,Shanghai,CN,0,Online,B2C,0
ORD-43913,2023-04-09,2023-04-13,2023-04-16,Industrial Supplies Ltd Inc,"Paris, France",MAIN_HUB,Office Supplies,PROD-172,37.0,478.95,17721.149999999998,48.59,SEA  ,On-Time,3,Net Banking,Retail,East,No,Paris,France,0,Online,B2C,0
ORD-21846,2022-11-23,2022-11-25,2022-12-07,APEX LOGISTICS,"Shanghai, CN",WH-BETA,Furniture,PROD-754,94.0,104.85,9855.9,93.01,Air,Cancelled,12,Card,Wholesale,S,No,Shanghai,CN,0,Online,B2B,1
ORD-68529,2023-11-09,2023-11-11,2023-11-20,ABCCorp,"New York, USA",MAIN_HUB,Clothing,PROD-377,31.0,92.53,2868.43,27.88,Road,Cancelled,9,Card,Wholesale,S,Yes,New York,USA,1,Online,B2B,1
ORD-19099,2023-02-04,2023-02-06,2023-02-13,ABC Corp,"London, UK",MAIN_HUB,Office Supplies,PROD-684,94.0,331.4,31151.6,67.01,Rail,Cancelled,7,UPI,Corporate,North,No,London,UK,0,Online,B2B,1
ORD-71824,2022-11-07,2022-11-11,2022-11-15,ABCCorp,"Shanghai, CN",WH-BETA,Industrial Tools,PROD-283,0.0,379.34,0.0,74.06,Rail,Delayed,4,Card,Wholesale,East,Yes,Shanghai,CN,1,Online,B2B,1
ORD-79951,2023-05-15,2023-05-18,2023-05-27,APEX LOGISTICS,"Paris, France",WH-ALPHA,Industrial Tools,PROD-927,22.0,333.65,7340.299999999999,64.97,Rail,On-Time,9,Card,Corporate,East,Yes,Paris,France,1,Online,B2B,1
ORD-44664,2022-05-25,2022-05-27,2022-05-28,APEX LOGISTICS,"London, UK",WH-GAMMA,Office Supplies,PROD-229,49.0,77.91,3817.59,32.14,Rail,Cancelled,1,UPI,Wholesale,West,No,London,UK,0,Online,B2B,1
ORD-55793,2022-11-12,2022-11-17,2022-11-18,Industrial Supplies Ltd,Mumbai,WH-ALPHA,Furniture,PROD-650,18.0,217.66,3917.88,87.11,Air,On-Time,1,Net Banking,Corporate,West,No,Mumbai,India,0,Online,B2B,1
ORD-22803,2023-09-06,2023-09-09,2023-09-13,APEX LOGISTICS,"Berlin, Germany",MAIN_HUB,Industrial Tools,PROD-329,29.0,125.67,3644.43,55.95,Air,Delayed,4,Card,Wholesale,East,No,Berlin,Germany,0,Online,B2B,1
ORD-59081,2022-12-17,2022-12-19,2023-01-30,ABCCorp,"London, UK",WH-BETA,Furniture,PROD-957,88.0,98.31,8651.28,40.67,Rail,Delayed,42,Card,Corporate,North,No,London,UK,0,Online,B2B,1
ORD-81371,2022-09-10,2022-09-13,2022-09-28,INDUSTRIAL SUPPLIES LTD,"Paris, France",WH-BETA,Clothing,PROD-435,46.0,159.55,7339.3,82.89,Rail,On-Time,15,Card,Corporate,North,No,Paris,France,0,Online,B2B,1
ORD-80702,2022-10-15,2022-10-17,2022-10-28,Apex Logistics,"Paris, France",WH-ALPHA,Clothing,PROD-830,80.0,258.54,20683.2,51.36,Sea,Delayed,11,Net Banking,Corporate,N,Yes,Paris,France,1,Online,B2B,1
ORD-31747,2023-10-10,2023-10-12,2023-10-28,Global Tech,"Shanghai, CN",WH-ALPHA,Furniture,PROD-511,97.0,374.45,36321.65,32.45,RAIL  ,Cancelled,16,Card,Wholesale,North,Yes,Shanghai,CN,1,Online,B2B,1
ORD-51750,2022-01-20,2022-01-22,2022-01-25,ApexLogistics,Mumbai,MAIN_HUB,Clothing,PROD-134,85.0,63.62,5407.7,98.21,Road,On-Time,3,Net Banking,Wholesale,North,No,Mumbai,India,0,Online,B2B,1
ORD-59197,2023-06-27,2023-06-29,2023-07-08,industrial supplies ltd,Mumbai,MAIN_HUB,Industrial Tools,PROD-826,78.0,88.86,6931.08,19.15,SEA  ,Delayed,9,Card,Wholesale,East,Yes,Mumbai,India,1,Online,B2B,1
ORD-25906,2023-02-03,2023-02-05,2023-02-07,industrial supplies ltd,"Paris, France",MAIN_HUB,Industrial Tools,PROD-236,29.0,386.48,11207.92,55.95,Air,On-Time,2,Card,Corporate,South,Yes,Paris,France,1,Online,B2B,1
ORD-93859,2023-05-01,2023-05-02,2023-05-19,Apex Logistics Inc,"Berlin, Germany",WH-GAMMA,Electronics,PROD-238,50.0,122.95,6147.5,83.89,Road,Cancelled,17,Card,Corporate,South,No,Berlin,Germany,0,Online,B2B,1
ORD-45038,2023-07-30,2023-08-03,2023-08-19,ABC Corp Inc,Mumbai,MAIN_HUB,Clothing,PROD-957,45.0,387.34,17430.3,74.65,Rail,Cancelled,16,Card,Retail,West,No,Mumbai,India,0,Online,B2C,0
ORD-24283,2022-07-24,2022-07-25,2022-07-28,Industrial Supplies Ltd,Mumbai,WH-GAMMA,Electronics,PROD-707,77.0,237.0,18249.0,58.4,Rail,Delayed,3,Net Banking,Corporate,North,No,Mumbai,India,0,Online,B2B,1
ORD-51049,2022-07-19,2022-07-20,2022-07-28,ApexLogistics,"Shanghai, CN",MAIN_HUB,Furniture,PROD-339,30.0,402.51,12075.3,68.97,AIR  ,Cancelled,8,COD,Wholesale,South,Yes,Shanghai,CN,1,Offline,B2B,1
ORD-30289,2022-05-28,2022-05-30,2022-06-13,GlobalTech,"Paris, France",WH-GAMMA,Furniture,PROD-465,89.0,319.98,28478.22,56.43,Sea,On-Time,14,COD,Corporate,North,No,Paris,France,0,Offline,B2B,1
ORD-34176,2022-03-22,2022-03-24,2022-04-06,Industrial Supplies Ltd Inc,"Shanghai, CN",WH-ALPHA,Clothing,PROD-165,77.0,451.56,34770.12,41.99,Sea,Delayed,13,Card,Wholesale,South,Yes,Shanghai,CN,1,Online,B2B,1
ORD-67342,2023-07-23,2023-07-24,2023-08-09,GlobalTech,"Shanghai, CN",WH-ALPHA,Office Supplies,PROD-183,19.0,215.85,4101.15,75.53,ROAD  ,Delayed,16,COD,Retail,East,No,Shanghai,CN,0,Offline,B2C,0
ORD-74071,2022-10-10,2022-10-12,2022-10-23,apex logistics,"Paris, France",WH-BETA,Office Supplies,PROD-779,46.0,27.11,1247.06,50.49,Road,Delayed,11,Net Banking,Retail,South,No,Paris,France,0,Online,B2C,0
ORD-35513,2022-01-18,2022-01-20,2022-02-05,industrial supplies ltd,"New York, USA",WH-GAMMA,Clothing,PROD-599,83.0,274.55,22787.65,26.52,Rail,On-Time,16,Card,Retail,West,No,New York,USA,0,Online,B2C,0
ORD-16705,2023-01-13,2023-01-18,2023-01-27,Industrial Supplies Ltd Inc,"New York, USA",WH-GAMMA,Office Supplies,PROD-891,22.0,330.17,7263.740000000001,52.74,Rail,Cancelled,9,COD,Wholesale,East,Yes,New York,USA,1,Offline,B2B,1
ORD-26750,2023-03-21,2023-03-22,2023-04-03,ABCCorp,"Paris, France",WH-BETA,Electronics,PROD-407,98.0,65.49,6418.02,28.06,Air,Cancelled,12,UPI,Corporate,East,No,Paris,France,0,Online,B2B,1
ORD-48504,2023-08-03,2023-08-05,2023-08-08,Industrial Supplies Ltd,"London, UK",WH-ALPHA,Office Supplies,PROD-999,10.0,226.15,2261.5,93.81,Air,Delayed,3,COD,Retail,North,Yes,London,UK,1,Offline,B2C,0
ORD-59674,2022-05-24,2022-05-26,2022-06-04,GLOBAL TECH,"Shanghai, CN",MAIN_HUB,Industrial Tools,PROD-623,17.0,50.68,861.56,82.81,Sea,On-Time,9,Card,Wholesale,East,Yes,Shanghai,CN,1,Online,B2B,1
ORD-91857,2023-01-04,2023-01-05,2023-01-24,Apex Logistics,"New York, USA",WH-GAMMA,Electronics,PROD-749,17.0,389.58,6622.86,64.8,SEA  ,On-Time,19,Card,Wholesale,North,No,New York,USA,0,Online,B2B,1
ORD-99285,2022-03-05,2022-03-07,2022-03-10,Apex Logistics Inc,Mumbai,WH-GAMMA,Office Supplies,PROD-515,72.0,324.89,23392.08,55.95,Air,Delayed,3,Net Banking,Wholesale,South,No,Mumbai,India,0,Online,B2B,1
ORD-20350,2022-08-02,2022-08-04,2022-08-05,ABC Corp Inc,"London, UK",WH-ALPHA,Industrial Tools,PROD-293,80.0,212.45,16996.0,43.72,Road,Cancelled,1,UPI,Corporate,North,No,London,UK,0,Online,B2B,1
ORD-53914,2023-10-23,2023-10-25,2023-11-02,Global Tech,"London, UK",WH-GAMMA,Office Supplies,PROD-525,77.0,259.71,19997.67,58.27,Road,Cancelled,8,Net Banking,Wholesale,East,Yes,London,UK,1,Online,B2B,1
ORD-65333,2023-05-06,2023-05-08,2023-05-13,global tech,"Shanghai, CN",MAIN_HUB,Furniture,PROD-736,22.0,383.0,8426.0,13.21,AIR  ,On-Time,5,UPI,Retail,East,Yes,Shanghai,CN,1,Online,B2C,0
ORD-67912,2022-05-21,2022-05-25,2022-06-03,Global Tech Inc,"Shanghai, CN",WH-ALPHA,Electronics,PROD-348,50.0,159.54,7977.0,23.05,AIR  ,Delayed,9,COD,Retail,East,Yes,Shanghai,CN,1,Offline,B2C,0
ORD-25814,2022-12-17,2022-12-19,2022-12-21,Apex Logistics Inc,"New York, USA",MAIN_HUB,Clothing,PROD-653,50.0,467.49,23374.5,73.3,SEA  ,Cancelled,2,COD,Retail,South,No,New York,USA,0,Offline,B2C,0
ORD-82305,2023-07-18,2023-07-20,2023-07-27,APEX LOGISTICS,"Paris, France",WH-ALPHA,Furniture,PROD-852,65.0,103.65,6737.25,71.2,Air,On-Time,7,Card,Corporate,South,No,Paris,France,0,Online,B2B,1
ORD-81376,2022-12-17,2022-12-19,2022-12-21,Global Tech Inc,"Paris, France",WH-GAMMA,Clothing,PROD-147,32.0,380.37,12171.84,79.14,Road,Cancelled,2,COD,Retail,S,No,Paris,France,0,Offline,B2C,0
ORD-56438,2023-06-06,2023-06-07,2023-06-18,ABC Corp,"Shanghai, CN",WH-BETA,Furniture,PROD-458,31.0,476.02,14756.62,11.72,Air,Delayed,11,UPI,Wholesale,East,Yes,Shanghai,CN,1,Online,B2B,1
ORD-34906,2022-09-30,2022-10-02,2022-10-11,Industrial Supplies Ltd Inc,"Berlin, Germany",WH-GAMMA,Furniture,PROD-651,72.0,161.46,11625.12,12.02,Road,Cancelled,9,Card,Wholesale,West,Yes,Berlin,Germany,1,Online,B2B,1
ORD-14152,2022-12-09,2022-12-10,2022-12-26,Global Tech Inc,Mumbai,WH-ALPHA,Office Supplies,PROD-359,96.0,416.16,39951.36,92.82,Road,On-Time,16,Card,Corporate,West,No,Mumbai,India,0,Online,B2B,1
ORD-22924,2022-02-02,2022-02-04,2022-02-08,Global Tech Inc,"London, UK",WH-BETA,Office Supplies,PROD-501,78.0,104.02,8113.559999999999,93.8,Air,Cancelled,4,COD,Corporate,South,No,London,UK,0,Offline,B2B,1
ORD-20735,2022-07-09,2022-07-11,2022-07-18,ApexLogistics,"Paris, France",MAIN_HUB,Industrial Tools,PROD-134,20.0,19.21,384.2000000000001,52.74,Rail,On-Time,7,Net Banking,Corporate,East,Yes,Paris,France,1,Online,B2B,1
ORD-95979,2022-07-24,2022-07-29,2022-08-07,INDUSTRIAL SUPPLIES LTD,Mumbai,WH-BETA,Office Supplies,PROD-585,26.0,213.94,5562.44,52.88,Road,Delayed,9,Net Banking,Retail,North,No,Mumbai,India,0,Online,B2C,0
ORD-28321,2023-04-20,2023-04-23,2023-04-23,ABC Corp Inc,"London, UK",MAIN_HUB,Clothing,PROD-106,40.0,333.45,13338.0,55.95,Air,On-Time,0,UPI,Wholesale,East,No,London,UK,0,Online,B2B,1
ORD-40433,2022-11-14,2022-11-17,2022-11-29,abc corp,"Shanghai, CN",MAIN_HUB,Furniture,PROD-776,35.0,130.13,4554.55,96.86,Air,Cancelled,12,COD,Retail,South,Yes,Shanghai,CN,1,Offline,B2C,0
ORD-78517,2022-12-02,2022-12-04,2022-12-20,Global Tech,"Berlin, Germany",WH-GAMMA,Furniture,PROD-913,67.0,333.27,22329.09,64.2,Air,On-Time,16,UPI,Wholesale,W,No,Berlin,Germany,0,Online,B2B,1
ORD-53910,2023-07-29,2023-07-31,2023-08-09,global tech,Mumbai,WH-GAMMA,Electronics,PROD-966,50.0,256.41,12820.500000000002,75.08,Air,Delayed,9,Net Banking,Retail,North,No,Mumbai,India,0,Online,B2C,0
ORD-71953,2022-04-20,2022-04-21,2022-04-23,Apex Logistics Inc,"London, UK",WH-GAMMA,Electronics,PROD-369,5.0,20.22,101.1,19.09,Road,Delayed,2,COD,Retail,North,No,London,UK,0,Offline,B2C,0
ORD-89516,2022-11-07,2022-11-09,2022-11-18,Industrial Supplies Ltd Inc,Mumbai,MAIN_HUB,Electronics,PROD-334,72.0,474.51,34164.72,17.01,RAIL  ,Delayed,9,UPI,Corporate,South,No,Mumbai,India,0,Online,B2B,1
ORD-83989,2023-01-12,2023-01-15,2023-01-24,GLOBAL TECH,"Paris, France",MAIN_HUB,Furniture,PROD-445,82.0,57.71,4732.22,55.95,Air,Delayed,9,Net Banking,Corporate,S,Yes,Paris,France,1,Online,B2B,1
ORD-45187,2023-03-04,2023-03-05,2023-03-14,industrial supplies ltd,Mumbai,WH-ALPHA,Furniture,PROD-786,7.0,303.76,2126.32,50.8,Sea,Delayed,9,Net Banking,Retail,N,Yes,Mumbai,India,1,Online,B2C,0
ORD-71694,2022-05-26,2022-05-28,2022-06-06,INDUSTRIAL SUPPLIES LTD,"Paris, France",WH-GAMMA,Office Supplies,PROD-814,50.0,352.82,17641.0,95.37,Road,Delayed,9,Card,Wholesale,North,Yes,Paris,France,1,Online,B2B,1
ORD-23224,2023-10-14,2023-10-16,2023-10-25,GlobalTech,"New York, USA",WH-ALPHA,Office Supplies,PROD-207,52.0,219.1,11393.2,8.15,Road,On-Time,9,Net Banking,Retail,East,No,New York,USA,0,Online,B2C,0
ORD-17972,2022-03-30,2022-04-04,2022-04-06,ABCCorp,"Berlin, Germany",WH-GAMMA,Office Supplies,PROD-598,40.0,47.59,1903.6,72.34,AIR  ,On-Time,2,Card,Corporate,South,Yes,Berlin,Germany,1,Online,B2B,1
ORD-66072,2022-03-04,2022-03-06,2022-03-25,IndustrialSuppliesLtd,Mumbai,WH-GAMMA,Electronics,PROD-720,62.0,97.54,6047.4800000000005,55.95,Air,Cancelled,19,UPI,Wholesale,North,Yes,Mumbai,India,1,Online,B2B,1
ORD-84683,2023-02-27,2023-02-28,2023-03-10,APEX LOGISTICS,"Paris, France",WH-ALPHA,Office Supplies,PROD-296,20.0,411.54,8230.800000000001,96.71,RAIL  ,On-Time,10,UPI,Corporate,North,Yes,Paris,France,1,Online,B2B,1
ORD-93209,2022-10-17,2022-10-19,2022-10-25,ApexLogistics,"New York, USA",WH-GAMMA,Electronics,PROD-182,50.0,161.23,8061.499999999999,26.1,Rail,Cancelled,6,Card,Retail,East,Yes,New York,USA,1,Online,B2C,0
ORD-93560,2022-08-28,2022-08-30,2022-09-14,GlobalTech,"Shanghai, CN",MAIN_HUB,Clothing,PROD-548,100.0,336.31,33631.0,85.83,Road,Delayed,15,UPI,Wholesale,South,Yes,Shanghai,CN,1,Online,B2B,1
ORD-46349,2023-07-26,2023-07-28,2023-08-01,Industrial Supplies Ltd,"Shanghai, CN",WH-BETA,Electronics,PROD-264,2.0,46.02,92.04,94.88,Air,Cancelled,4,Net Banking,Wholesale,North,No,Shanghai,CN,0,Online,B2B,1
ORD-87194,2023-09-05,2023-09-07,2023-09-19,Apex Logistics,"Paris, France",MAIN_HUB,Electronics,PROD-532,92.0,370.6,34095.200000000004,20.45,Air,Cancelled,12,UPI,Wholesale,North,Yes,Paris,France,1,Online,B2B,1
ORD-87607,2023-07-19,2023-07-23,2023-08-03,ApexLogistics,"Berlin, Germany",WH-ALPHA,Furniture,PROD-990,85.0,192.37,16351.45,24.81,Road,Cancelled,11,UPI,Corporate,North,No,Berlin,Germany,0,Online,B2B,1
ORD-32463,2023-01-17,2023-01-19,2023-02-04,apex logistics,"Shanghai, CN",WH-BETA,Industrial Tools,PROD-167,5.0,113.75,568.75,14.68,SEA  ,Delayed,16,UPI,Corporate,East,No,Shanghai,CN,0,Online,B2B,1
ORD-98878,2023-11-26,2023-11-28,2023-11-30,ABC Corp Inc,"London, UK",WH-GAMMA,Industrial Tools,PROD-134,42.0,282.04,11845.68,24.82,Road,Cancelled,2,Net Banking,Retail,North,No,London,UK,0,Online,B2C,0
ORD-44365,2022-12-07,2022-12-12,2022-12-15,ABC Corp,"New York, USA",WH-GAMMA,Clothing,PROD-654,87.0,436.42,37968.54,45.79,Road,Cancelled,3,Net Banking,Retail,W,No,New York,USA,0,Online,B2C,0
ORD-47721,2022-02-13,2022-02-15,2022-03-05,APEX LOGISTICS,Mumbai,WH-BETA,Office Supplies,PROD-789,19.0,121.57,2309.83,18.7,Road,Delayed,18,Card,Retail,West,Yes,Mumbai,India,1,Online,B2C,0
ORD-75570,2023-10-10,2023-10-12,2023-10-25,Industrial Supplies Ltd Inc,Mumbai,WH-BETA,Clothing,PROD-943,3.0,321.59,964.77,89.94,Rail,On-Time,13,Card,Wholesale,West,Yes,Mumbai,India,1,Online,B2B,1
ORD-56984,2022-03-28,2022-03-30,2022-04-08,ABC Corp,"London, UK",WH-BETA,Office Supplies,PROD-369,50.0,379.91,18995.5,51.36,Sea,Delayed,9,COD,Retail,North,Yes,London,UK,1,Offline,B2C,0
ORD-92691,2022-04-17,2022-04-19,2022-04-30,apex logistics,"Paris, France",WH-ALPHA,Electronics,PROD-434,14.0,84.14,1177.96,27.62,Rail,On-Time,11,COD,Retail,East,No,Paris,France,0,Offline,B2C,0
ORD-99889,2023-05-16,2023-05-19,2023-05-31,Industrial Supplies Ltd Inc,"Berlin, Germany",WH-BETA,Electronics,PROD-506,4.0,124.91,499.64,93.53,Sea,Cancelled,12,Card,Wholesale,South,No,Berlin,Germany,0,Online,B2B,1
ORD-73335,2023-06-22,2023-06-24,2023-06-26,Global Tech Inc,"New York, USA",WH-BETA,Clothing,PROD-305,90.0,23.08,2077.2,44.13,Road,Cancelled,2,COD,Corporate,West,No,New York,USA,0,Offline,B2B,1
ORD-85065,2022-04-22,2022-04-24,2022-05-06,apex logistics,Mumbai,MAIN_HUB,Clothing,PROD-178,72.0,374.0,26928.0,14.76,Sea,On-Time,12,Net Banking,Corporate,East,Yes,Mumbai,India,1,Online,B2B,1
ORD-62089,2022-11-07,2022-11-09,2022-11-18,global tech,"Paris, France",WH-BETA,Industrial Tools,PROD-873,55.0,496.76,27321.8,31.63,Rail,On-Time,9,Card,Wholesale,East,No,Paris,France,0,Online,B2B,1
ORD-14722,2022-02-01,2022-02-02,2022-02-11,Apex Logistics,"Paris, France",WH-GAMMA,Clothing,PROD-356,88.0,324.65,28569.2,60.64,Sea,Cancelled,9,UPI,Retail,North,No,Paris,France,0,Online,B2C,0
ORD-94694,2023-04-09,2023-04-13,2023-04-22,Global Tech,Mumbai,WH-BETA,Electronics,PROD-557,39.0,286.16,11160.240000000002,69.37,Road,Delayed,9,Net Banking,Corporate,W,No,Mumbai,India,0,Online,B2B,1
ORD-33600,2023-09-04,2023-09-07,2023-09-22,Apex Logistics,"New York, USA",WH-GAMMA,Furniture,PROD-798,6.0,477.42,2864.52,71.34,ROAD  ,Cancelled,15,Card,Retail,West,No,New York,USA,0,Online,B2C,0
ORD-25292,2023-10-13,2023-10-17,2023-10-19,industrial supplies ltd,"New York, USA",WH-GAMMA,Clothing,PROD-705,97.0,360.47,34965.590000000004,81.32,ROAD  ,Delayed,2,Card,Retail,South,No,New York,USA,0,Online,B2C,0
ORD-30719,2022-09-22,2022-09-24,2022-10-05,Industrial Supplies Ltd,Mumbai,WH-ALPHA,Industrial Tools,PROD-506,32.0,407.59,13042.88,8.88,SEA  ,Delayed,11,Net Banking,Wholesale,West,No,Mumbai,India,0,Online,B2B,1
ORD-38560,2023-08-25,2023-08-26,2023-09-12,ABC CORP,Mumbai,MAIN_HUB,Office Supplies,PROD-206,63.0,260.74,16426.62,20.13,SEA  ,On-Time,17,Net Banking,Corporate,North,No,Mumbai,India,0,Online,B2B,1
ORD-50410,2022-03-30,2022-04-01,2022-04-05,Global Tech,"Shanghai, CN",MAIN_HUB,Industrial Tools,PROD-884,87.0,124.92,10868.04,88.33,Air,Delayed,4,UPI,Wholesale,North,Yes,Shanghai,CN,1,Online,B2B,1
ORD-39135,2023-04-13,2023-04-15,2023-04-24,industrial supplies ltd,Mumbai,MAIN_HUB,Electronics,PROD-283,0.0,189.68,0.0,11.32,Road,Delayed,9,Net Banking,Retail,North,No,Mumbai,India,0,Online,B2C,0
ORD-26545,2022-11-13,2022-11-15,2022-11-17,Global Tech Inc,"Paris, France",WH-BETA,Office Supplies,PROD-531,8.0,406.81,3254.48,80.55,RAIL  ,On-Time,2,Net Banking,Retail,South,Yes,Paris,France,1,Online,B2C,0
ORD-27299,2023-08-01,2023-08-03,2023-08-08,IndustrialSuppliesLtd,"New York, USA",MAIN_HUB,Office Supplies,PROD-151,35.0,33.89,1186.15,84.8,Air,Delayed,5,Card,Wholesale,South,Yes,New York,USA,1,Online,B2B,1
ORD-54295,2023-06-14,2023-06-16,2023-06-25,ABC CORP,"Berlin, Germany",WH-BETA,Clothing,PROD-640,82.0,456.46,37429.72,22.15,Road,Delayed,9,COD,Wholesale,S,No,Berlin,Germany,0,Offline,B2B,1
ORD-84177,2023-09-08,2023-09-09,2023-09-26,apex logistics,"Berlin, Germany",WH-BETA,Office Supplies,PROD-648,40.0,289.31,11572.4,93.24,AIR  ,Delayed,17,COD,Retail,East,No,Berlin,Germany,0,Offline,B2C,0
ORD-47700,2022-09-13,2022-09-15,2022-09-17,ABC Corp Inc,"Paris, France",WH-GAMMA,Electronics,PROD-828,21.0,283.01,5943.21,49.675,ROAD  ,Delayed,2,Card,Corporate,North,No,Paris,France,0,Online,B2B,1
ORD-34878,2022-11-06,2022-11-11,2022-11-16,abc corp,"Shanghai, CN",WH-GAMMA,Furniture,PROD-723,37.0,276.2,10219.4,74.39,Air,Cancelled,5,Card,Wholesale,West,No,Shanghai,CN,0,Online,B2B,1
ORD-22224,2023-04-01,2023-04-06,2023-04-18,ApexLogistics,Mumbai,WH-BETA,Industrial Tools,PROD-719,56.0,309.9,17354.399999999998,52.74,Rail,Cancelled,12,Net Banking,Corporate,N,No,Mumbai,India,0,Online,B2B,1
ORD-83899,2023-05-24,2023-05-29,2023-06-07,IndustrialSuppliesLtd,Mumbai,MAIN_HUB,Office Supplies,PROD-598,100.0,168.06,16806.0,55.95,Air,Delayed,9,Net Banking,Retail,East,No,Mumbai,India,0,Online,B2C,0
ORD-41566,2023-10-13,2023-10-14,2023-10-29,abc corp,"London, UK",MAIN_HUB,Office Supplies,PROD-468,41.0,132.54,5434.139999999999,8.54,Rail,Cancelled,15,Card,Wholesale,South,Yes,London,UK,1,Online,B2B,1
ORD-26361,2022-03-10,2022-03-12,2022-03-24,GlobalTech,Mumbai,WH-BETA,Electronics,PROD-443,84.0,158.65,13326.6,47.74,Air,On-Time,12,COD,Corporate,South,Yes,Mumbai,India,1,Offline,B2B,1
ORD-19838,2023-05-02,2023-05-04,2023-05-13,INDUSTRIAL SUPPLIES LTD,"New York, USA",MAIN_HUB,Clothing,PROD-617,97.0,400.84,38881.48,49.675,ROAD  ,Delayed,9,Card,Retail,West,Yes,New York,USA,1,Online,B2C,0
ORD-89320,2022-06-15,2022-06-19,2022-07-05,Industrial Supplies Ltd Inc,"London, UK",MAIN_HUB,Industrial Tools,PROD-933,35.0,37.44,1310.4,37.35,Sea,Delayed,16,Card,Retail,North,No,London,UK,0,Online,B2C,0
ORD-62505,2023-01-18,2023-01-20,2023-01-24,apex logistics,"Berlin, Germany",WH-BETA,Furniture,PROD-427,31.0,262.33,8132.23,89.31,Air,On-Time,4,Net Banking,Wholesale,North,No,Berlin,Germany,0,Online,B2B,1
ORD-80776,2023-07-28,2023-07-30,2023-08-12,industrial supplies ltd,"Paris, France",MAIN_HUB,Industrial Tools,PROD-299,83.0,485.07,40260.81,96.56,Sea,Delayed,13,Card,Retail,E,Yes,Paris,France,1,Online,B2C,0
ORD-83831,2022-01-12,2022-01-14,2022-01-18,IndustrialSuppliesLtd,"London, UK",WH-ALPHA,Office Supplies,PROD-584,27.0,212.31,5732.37,64.85,Air,Delayed,4,UPI,Corporate,E,Yes,London,UK,1,Online,B2B,1
ORD-32018,2022-11-24,2022-11-26,2022-12-12,Global Tech,"Paris, France",MAIN_HUB,Office Supplies,PROD-715,78.0,223.35,17421.3,30.51,SEA  ,On-Time,16,Net Banking,Wholesale,North,No,Paris,France,0,Online,B2B,1
ORD-32280,2022-03-14,2022-03-16,2022-03-19,abc corp,Mumbai,MAIN_HUB,Electronics,PROD-588,75.0,490.41,36780.75,72.41,RAIL  ,On-Time,3,Net Banking,Corporate,North,No,Mumbai,India,0,Online,B2B,1
ORD-61498,2023-05-05,2023-05-09,2023-05-19,Global Tech Inc,Mumbai,WH-GAMMA,Office Supplies,PROD-651,84.0,188.36,15822.240000000002,71.38,AIR  ,Cancelled,10,UPI,Corporate,East,No,Mumbai,India,0,Online,B2B,1
ORD-94136,2022-08-19,2022-08-20,2022-09-03,Industrial Supplies Ltd Inc,"New York, USA",WH-BETA,Furniture,PROD-623,54.0,78.31,4228.74,47.32,Rail,Cancelled,14,UPI,Wholesale,East,Yes,New York,USA,1,Online,B2B,1
ORD-63005,2022-01-29,2022-02-02,2022-02-08,GlobalTech,"Shanghai, CN",WH-GAMMA,Office Supplies,PROD-959,100.0,456.7,45670.0,95.95,RAIL  ,On-Time,6,Card,Wholesale,South,Yes,Shanghai,CN,1,Online,B2B,1
ORD-94192,2022-05-13,2022-05-15,2022-05-19,APEX LOGISTICS,"Shanghai, CN",WH-GAMMA,Industrial Tools,PROD-183,50.0,28.71,1435.5,27.13,ROAD  ,On-Time,4,Card,Corporate,West,No,Shanghai,CN,0,Online,B2B,1
ORD-59009,2022-09-05,2022-09-10,2022-09-19,Industrial Supplies Ltd,Mumbai,WH-GAMMA,Clothing,PROD-536,50.0,380.38,19019.0,51.36,Sea,On-Time,9,Card,Retail,North,No,Mumbai,India,0,Online,B2C,0
ORD-88193,2022-03-09,2022-03-10,2022-03-24,Global Tech Inc,"Shanghai, CN",WH-BETA,Office Supplies,PROD-828,28.0,465.18,13025.04,24.07,Sea,Delayed,14,Card,Retail,N,No,Shanghai,CN,0,Online,B2C,0
